Order_ID,Customer_ID,Order_Date,Ship_Date,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Region
2230,C013,2025-02-26,2025-03-05,P1139,Furniture,Tables,Standing Desk,98240.31,2,0.15,-2947.21,East
2231,C198,2024-11-05,2024-11-08,P1166,Furniture,Storage,Filing Cabinet,43157.65,9,0.15,-1294.73,North
2232,C147,2025-05-26,2025-06-01,P1055,Furniture,Chairs,Executive Chair,73046.36,6,0.2,-5843.71,West
2233,C036,2024-06-07,2024-06-08,P1105,Furniture,Chairs,Visitor Chair,138848.37,10,0.0,16661.8,East
2234,C171,2025-02-25,2025-03-03,P1053,Office Supplies,Pens,Parker Pen,80720.39,10,0.0,9686.45,West
2235,C278,2025-05-23,2025-05-28,P1177,Furniture,Storage,Storage Box,131253.4,4,0.1,2625.07,North
2236,C160,2025-02-11,2025-02-12,P1034,Office Supplies,Binders,Office Depot Binder,72914.29,6,0.15,-2187.43,North
2237,C221,2025-02-12,2025-02-15,P1166,Office Supplies,Binders,Office Depot Binder,66111.47,2,0.05,4627.8,West
2238,C206,2025-01-18,2025-01-25,P1015,Technology,Mobiles,OnePlus 10,103957.21,8,0.1,2079.14,South
2239,C229,2024-10-07,2024-10-10,P1021,Technology,Mobiles,iPhone 13,138733.08,5,0.15,-4161.99,South
2240,C219,2024-12-17,2024-12-21,P1060,Furniture,Tables,Standing Desk,75124.12,5,0.0,9014.89,West
2241,C081,2025-04-11,2025-04-17,P1153,Office Supplies,Pens,Pilot Pen,24292.98,2,0.2,-1943.44,West
2242,C213,2024-10-01,2024-10-08,P1102,Furniture,Storage,Storage Box,133361.38,6,0.0,16003.37,South
2243,C242,2024-09-04,2024-09-10,P1128,Furniture,Tables,Standing Desk,72996.68,5,0.05,5109.77,South
2244,C250,2025-05-27,2025-06-01,P1067,Furniture,Tables,Standing Desk,100334.32,1,0.2,-8026.75,South
2245,C041,2024-09-11,2024-09-18,P1173,Technology,Tablets,iPad Air,49652.84,3,0.15,-1489.59,South
2246,C118,2024-07-25,2024-07-31,P1192,Furniture,Chairs,Executive Chair,90360.32,3,0.2,-7228.83,West
2247,C101,2024-06-03,2024-06-09,P1175,Office Supplies,Paper,Printer Paper,16282.85,6,0.0,1953.94,North
2248,C232,2025-03-08,2025-03-14,P1158,Furniture,Tables,Office Table,31203.18,2,0.15,-936.1,East
2249,C163,2024-08-03,2024-08-06,P1153,Furniture,Tables,Conference Table,22133.23,2,0.15,-664.0,West
2250,C113,2024-12-31,2025-01-03,P1054,Furniture,Storage,Storage Box,136845.49,5,0.15,-4105.36,East
2251,C127,2024-10-29,2024-11-03,P1041,Office Supplies,Binders,Staples Binder,31274.94,2,0.1,625.5,South
2252,C104,2025-04-11,2025-04-13,P1151,Office Supplies,Paper,A4 Paper Pack,132232.08,7,0.0,15867.85,East
2253,C109,2025-01-22,2025-01-25,P1037,Furniture,Tables,Standing Desk,41921.92,7,0.2,-3353.75,West
2254,C125,2025-03-06,2025-03-07,P1093,Technology,Tablets,iPad Air,48432.59,4,0.2,-3874.61,West
2255,C171,2024-07-29,2024-08-01,P1137,Technology,Laptops,HP Pavilion,107911.8,7,0.05,7553.83,West
2256,C204,2024-09-18,2024-09-25,P1163,Furniture,Chairs,Ergonomic Chair,90258.51,7,0.2,-7220.68,South
2257,C218,2024-11-22,2024-11-29,P1019,Furniture,Storage,Storage Box,22159.25,4,0.1,443.18,South
2258,C050,2024-09-05,2024-09-09,P1170,Technology,Mobiles,iPhone 13,49935.58,10,0.2,-3994.85,West
2259,C152,2025-02-15,2025-02-17,P1142,Technology,Laptops,Lenovo ThinkPad,81765.62,8,0.05,5723.59,West
2260,C168,2024-11-04,2024-11-09,P1103,Furniture,Storage,Shelf Unit,134427.26,5,0.2,-10754.18,South
2261,C131,2025-04-04,2025-04-08,P1159,Office Supplies,Binders,Staples Binder,116278.76,4,0.05,8139.51,East
2262,C016,2024-09-05,2024-09-12,P1005,Office Supplies,Pens,Reynolds Pen,11782.85,1,0.1,235.66,South
2263,C133,2025-03-30,2025-04-05,P1165,Technology,Laptops,Lenovo ThinkPad,54612.86,5,0.0,6553.54,North
2264,C176,2025-01-18,2025-01-22,P1085,Office Supplies,Pens,Parker Pen,48401.13,7,0.1,968.02,North
2265,C278,2024-12-15,2024-12-17,P1157,Furniture,Storage,Storage Box,37348.21,2,0.1,746.96,West
2266,C265,2024-10-10,2024-10-13,P1107,Office Supplies,Binders,Avery Binder,87258.41,9,0.0,10471.01,North
2267,C134,2024-09-29,2024-09-30,P1020,Office Supplies,Binders,Office Depot Binder,105916.28,4,0.15,-3177.49,South
2268,C228,2024-06-19,2024-06-22,P1001,Technology,Mobiles,Samsung Galaxy S22,29943.9,1,0.0,3593.27,South
2269,C004,2024-07-19,2024-07-21,P1040,Furniture,Storage,Storage Box,81527.67,10,0.2,-6522.21,South
2270,C165,2024-08-24,2024-08-27,P1029,Office Supplies,Pens,Reynolds Pen,53143.73,8,0.05,3720.06,West
2271,C112,2024-12-23,2024-12-27,P1034,Office Supplies,Paper,Sticky Notes,131028.75,4,0.2,-10482.3,East
2272,C193,2024-12-08,2024-12-09,P1050,Office Supplies,Binders,Office Depot Binder,7026.67,1,0.05,491.87,South
2273,C189,2025-05-23,2025-05-30,P1069,Technology,Mobiles,Samsung Galaxy S22,142841.06,5,0.15,-4285.23,West
2274,C047,2024-12-07,2024-12-13,P1184,Technology,Mobiles,Samsung Galaxy S22,111104.3,5,0.2,-8888.34,East
2275,C034,2025-01-31,2025-02-01,P1180,Furniture,Chairs,Visitor Chair,51750.68,5,0.15,-1552.52,South
2276,C115,2024-12-02,2024-12-07,P1186,Technology,Laptops,Dell Inspiron 15,120670.0,10,0.1,2413.4,West
2277,C188,2024-10-04,2024-10-10,P1089,Furniture,Chairs,Ergonomic Chair,40703.81,1,0.05,2849.27,West
2278,C108,2024-09-02,2024-09-07,P1088,Furniture,Chairs,Executive Chair,135686.57,8,0.15,-4070.6,West
2279,C131,2025-01-05,2025-01-09,P1176,Furniture,Chairs,Executive Chair,23023.89,6,0.05,1611.67,South
2280,C033,2024-12-12,2024-12-17,P1046,Technology,Tablets,Lenovo Tab M10,126671.68,5,0.1,2533.43,North
2281,C214,2024-09-14,2024-09-16,P1193,Office Supplies,Pens,Reynolds Pen,93244.11,3,0.2,-7459.53,South
2282,C264,2024-06-22,2024-06-26,P1126,Technology,Mobiles,iPhone 13,99355.51,4,0.1,1987.11,West
2283,C180,2025-03-23,2025-03-27,P1030,Office Supplies,Pens,Reynolds Pen,4385.18,1,0.15,-131.56,West
2284,C115,2024-12-06,2024-12-11,P1079,Furniture,Tables,Standing Desk,87937.24,8,0.1,1758.74,South
2285,C159,2024-10-30,2024-11-01,P1057,Office Supplies,Binders,Staples Binder,84459.19,9,0.2,-6756.74,West
2286,C100,2024-09-04,2024-09-09,P1186,Furniture,Storage,Shelf Unit,66315.48,9,0.05,4642.08,North
2287,C063,2024-06-01,2024-06-05,P1032,Technology,Laptops,Lenovo ThinkPad,50929.88,4,0.1,1018.6,South
2288,C296,2025-01-27,2025-01-31,P1093,Technology,Mobiles,Samsung Galaxy S22,145992.22,8,0.05,10219.46,North
2289,C128,2024-09-11,2024-09-18,P1078,Office Supplies,Binders,Office Depot Binder,65460.89,10,0.1,1309.22,North
2290,C202,2024-08-14,2024-08-19,P1186,Technology,Tablets,Samsung Tab S7,18754.34,1,0.2,-1500.35,East
2291,C107,2024-07-22,2024-07-27,P1016,Furniture,Tables,Standing Desk,118891.55,3,0.15,-3566.75,North
2292,C042,2025-05-22,2025-05-26,P1153,Office Supplies,Binders,Staples Binder,58666.81,7,0.2,-4693.34,South
2293,C165,2024-10-22,2024-10-26,P1005,Office Supplies,Binders,Avery Binder,127574.42,7,0.0,15308.93,West
2294,C138,2025-02-13,2025-02-18,P1086,Office Supplies,Binders,Office Depot Binder,98390.93,3,0.05,6887.37,North
2295,C030,2024-12-12,2024-12-13,P1101,Furniture,Chairs,Executive Chair,106862.59,4,0.15,-3205.88,East
2296,C077,2024-08-18,2024-08-23,P1176,Technology,Mobiles,OnePlus 10,31855.6,2,0.2,-2548.45,West
2297,C119,2025-03-03,2025-03-09,P1018,Furniture,Chairs,Executive Chair,63391.48,6,0.05,4437.4,East
2298,C161,2025-01-16,2025-01-21,P1140,Technology,Tablets,Samsung Tab S7,16555.09,1,0.05,1158.86,West
2299,C294,2024-09-10,2024-09-12,P1154,Technology,Mobiles,Samsung Galaxy S22,47900.47,6,0.0,5748.06,North
2300,C182,2025-01-02,2025-01-03,P1153,Furniture,Tables,Conference Table,101511.39,7,0.0,12181.37,North
2301,C049,2024-11-30,2024-12-05,P1100,Office Supplies,Binders,Office Depot Binder,108821.57,7,0.2,-8705.73,East
2302,C237,2025-01-26,2025-02-01,P1060,Technology,Mobiles,iPhone 13,19559.72,4,0.0,2347.17,West
2303,C263,2025-04-17,2025-04-24,P1168,Furniture,Chairs,Visitor Chair,123884.36,2,0.1,2477.69,North
2304,C160,2024-12-25,2024-12-30,P1190,Office Supplies,Binders,Staples Binder,31815.05,6,0.2,-2545.2,East
2305,C280,2025-04-20,2025-04-23,P1130,Furniture,Chairs,Ergonomic Chair,91655.23,3,0.15,-2749.66,East
2306,C211,2025-01-08,2025-01-12,P1178,Furniture,Chairs,Ergonomic Chair,101922.18,8,0.1,2038.44,North
2307,C121,2025-03-01,2025-03-06,P1044,Furniture,Tables,Standing Desk,49715.22,10,0.05,3480.07,South
2308,C130,2024-09-25,2024-09-27,P1173,Technology,Mobiles,OnePlus 10,77849.96,9,0.2,-6228.0,West
2309,C209,2025-02-03,2025-02-08,P1109,Technology,Tablets,iPad Air,85378.62,5,0.05,5976.5,South
2310,C155,2024-06-07,2024-06-12,P1166,Office Supplies,Binders,Staples Binder,111226.85,2,0.1,2224.54,East
2311,C114,2025-01-07,2025-01-14,P1166,Furniture,Chairs,Executive Chair,37231.85,7,0.1,744.64,East
2312,C066,2025-03-15,2025-03-18,P1197,Office Supplies,Pens,Reynolds Pen,139130.29,9,0.1,2782.61,West
2313,C109,2024-08-16,2024-08-18,P1136,Technology,Mobiles,iPhone 13,133510.44,5,0.15,-4005.31,East
2314,C149,2024-06-08,2024-06-12,P1197,Furniture,Tables,Standing Desk,85657.88,3,0.05,5996.05,North
2315,C085,2025-04-12,2025-04-15,P1031,Technology,Laptops,HP Pavilion,66869.63,1,0.15,-2006.09,North
2316,C273,2024-07-07,2024-07-14,P1146,Technology,Laptops,Dell Inspiron 15,70404.62,4,0.2,-5632.37,West
2317,C030,2025-01-15,2025-01-20,P1079,Office Supplies,Pens,Reynolds Pen,44279.92,8,0.0,5313.59,North
2318,C169,2024-10-24,2024-10-25,P1128,Technology,Laptops,Dell Inspiron 15,35901.93,6,0.1,718.04,East
2319,C227,2024-10-06,2024-10-12,P1146,Furniture,Chairs,Executive Chair,42953.12,9,0.1,859.06,North
2320,C196,2025-04-21,2025-04-25,P1099,Office Supplies,Binders,Avery Binder,148113.13,7,0.2,-11849.05,North
2321,C169,2025-02-02,2025-02-03,P1177,Technology,Tablets,Lenovo Tab M10,119249.71,6,0.05,8347.48,West
2322,C184,2025-01-10,2025-01-13,P1194,Furniture,Tables,Conference Table,69368.37,5,0.2,-5549.47,East
2323,C278,2024-10-11,2024-10-18,P1033,Furniture,Storage,Shelf Unit,133992.98,8,0.1,2679.86,West
2324,C083,2024-06-28,2024-07-04,P1170,Office Supplies,Binders,Staples Binder,87642.5,1,0.0,10517.1,North
2325,C093,2024-10-26,2024-11-01,P1059,Technology,Tablets,Lenovo Tab M10,117345.62,1,0.05,8214.19,South
2326,C108,2024-07-01,2024-07-03,P1088,Technology,Mobiles,OnePlus 10,140000.5,7,0.15,-4200.01,East
2327,C219,2025-03-07,2025-03-08,P1168,Office Supplies,Pens,Reynolds Pen,43598.64,10,0.05,3051.9,East
2328,C055,2024-10-13,2024-10-16,P1082,Technology,Laptops,HP Pavilion,10083.02,10,0.2,-806.64,West
2329,C245,2025-02-03,2025-02-04,P1169,Technology,Mobiles,OnePlus 10,125358.79,3,0.05,8775.12,South
2330,C219,2025-04-07,2025-04-13,P1158,Furniture,Storage,Storage Box,94258.13,10,0.1,1885.16,North
2331,C186,2024-10-18,2024-10-24,P1025,Office Supplies,Binders,Avery Binder,58541.4,1,0.2,-4683.31,North
2332,C222,2024-08-14,2024-08-17,P1120,Furniture,Storage,Shelf Unit,146860.08,10,0.15,-4405.8,South
2333,C135,2024-12-03,2024-12-07,P1063,Technology,Mobiles,OnePlus 10,127327.86,9,0.0,15279.34,South
2334,C215,2024-09-08,2024-09-09,P1184,Technology,Tablets,Lenovo Tab M10,44780.45,8,0.2,-3582.44,East
2335,C254,2024-10-23,2024-10-26,P1138,Office Supplies,Pens,Pilot Pen,114692.78,8,0.1,2293.86,East
2336,C213,2024-08-12,2024-08-16,P1192,Office Supplies,Binders,Office Depot Binder,27642.22,6,0.0,3317.07,West
2337,C079,2025-01-14,2025-01-16,P1047,Technology,Mobiles,iPhone 13,120530.43,8,0.05,8437.13,East
2338,C224,2025-02-11,2025-02-15,P1054,Furniture,Tables,Office Table,83321.4,4,0.0,9998.57,East
2339,C244,2025-03-03,2025-03-06,P1068,Office Supplies,Paper,Sticky Notes,10054.49,8,0.15,-301.63,West
2340,C097,2025-01-04,2025-01-05,P1199,Office Supplies,Pens,Parker Pen,149139.02,2,0.0,17896.68,South
2341,C083,2024-07-14,2024-07-17,P1121,Office Supplies,Pens,Reynolds Pen,109275.34,4,0.2,-8742.03,East
2342,C062,2025-03-13,2025-03-17,P1124,Furniture,Chairs,Executive Chair,86397.42,4,0.0,10367.69,East
2343,C005,2024-12-14,2024-12-21,P1117,Technology,Laptops,Dell Inspiron 15,68156.55,8,0.15,-2044.7,South
2344,C232,2024-08-15,2024-08-16,P1116,Technology,Tablets,iPad Air,40011.15,8,0.15,-1200.33,North
2345,C042,2024-09-20,2024-09-22,P1165,Technology,Tablets,Lenovo Tab M10,157.26,8,0.05,11.01,East
2346,C072,2024-09-15,2024-09-17,P1111,Office Supplies,Pens,Reynolds Pen,61344.32,8,0.2,-4907.55,West
2347,C052,2025-02-01,2025-02-02,P1055,Office Supplies,Paper,Sticky Notes,74393.55,8,0.15,-2231.81,East
2348,C237,2025-02-06,2025-02-09,P1058,Furniture,Storage,Shelf Unit,127749.33,3,0.05,8942.45,West
2349,C031,2025-01-13,2025-01-15,P1094,Technology,Mobiles,OnePlus 10,11904.87,8,0.0,1428.58,East
2350,C024,2024-06-11,2024-06-13,P1088,Furniture,Storage,Filing Cabinet,52175.45,10,0.2,-4174.04,East
2351,C016,2024-10-15,2024-10-22,P1188,Furniture,Storage,Filing Cabinet,81030.76,3,0.1,1620.62,West
2352,C230,2025-02-13,2025-02-16,P1164,Furniture,Storage,Shelf Unit,83503.26,1,0.0,10020.39,East
2353,C269,2024-09-08,2024-09-12,P1153,Technology,Laptops,HP Pavilion,120288.16,9,0.15,-3608.64,South
2354,C174,2024-10-18,2024-10-21,P1078,Furniture,Chairs,Visitor Chair,129600.22,10,0.1,2592.0,West
2355,C023,2024-09-05,2024-09-07,P1173,Furniture,Tables,Office Table,15690.96,2,0.0,1882.92,North
2356,C216,2024-06-03,2024-06-07,P1022,Office Supplies,Paper,Printer Paper,123696.94,7,0.2,-9895.76,South
2357,C208,2025-01-14,2025-01-15,P1051,Furniture,Storage,Shelf Unit,109237.86,5,0.1,2184.76,West
2358,C201,2024-07-13,2024-07-17,P1083,Furniture,Storage,Filing Cabinet,100904.49,1,0.2,-8072.36,North
2359,C232,2025-03-03,2025-03-08,P1079,Office Supplies,Binders,Staples Binder,101483.28,3,0.2,-8118.66,West
2360,C018,2025-04-20,2025-04-25,P1133,Office Supplies,Binders,Office Depot Binder,4820.65,5,0.2,-385.65,South
2361,C088,2025-01-30,2025-01-31,P1044,Technology,Tablets,Samsung Tab S7,13783.71,4,0.05,964.86,North
2362,C125,2024-08-03,2024-08-04,P1159,Technology,Tablets,Lenovo Tab M10,42386.94,10,0.0,5086.43,South
2363,C064,2025-02-20,2025-02-21,P1048,Office Supplies,Binders,Staples Binder,55631.7,7,0.2,-4450.54,East
2364,C289,2025-03-01,2025-03-02,P1035,Technology,Tablets,Samsung Tab S7,38410.26,4,0.0,4609.23,West
2365,C198,2024-09-01,2024-09-02,P1185,Office Supplies,Paper,Printer Paper,84065.08,9,0.15,-2521.95,South
2366,C106,2025-01-16,2025-01-19,P1057,Furniture,Chairs,Executive Chair,87966.31,7,0.15,-2638.99,East
2367,C234,2025-04-24,2025-04-27,P1011,Technology,Laptops,Lenovo ThinkPad,62241.99,4,0.1,1244.84,West
2368,C299,2024-06-01,2024-06-04,P1133,Technology,Laptops,Dell Inspiron 15,66907.57,10,0.15,-2007.23,East
2369,C176,2024-10-11,2024-10-15,P1038,Furniture,Chairs,Ergonomic Chair,83721.17,2,0.2,-6697.69,North
2370,C097,2025-03-18,2025-03-23,P1158,Furniture,Chairs,Executive Chair,12401.38,8,0.0,1488.17,West
2371,C262,2024-07-22,2024-07-23,P1111,Technology,Laptops,Lenovo ThinkPad,47371.12,3,0.1,947.42,East
2372,C276,2024-09-10,2024-09-13,P1190,Furniture,Storage,Storage Box,93723.9,5,0.15,-2811.72,West
2373,C105,2025-05-01,2025-05-06,P1100,Office Supplies,Paper,Printer Paper,95738.36,6,0.2,-7659.07,East
2374,C231,2024-10-08,2024-10-14,P1016,Technology,Mobiles,iPhone 13,7677.02,10,0.15,-230.31,South
2375,C110,2024-10-13,2024-10-15,P1141,Technology,Mobiles,iPhone 13,149923.18,10,0.15,-4497.7,East
2376,C133,2025-02-22,2025-03-01,P1139,Furniture,Tables,Conference Table,28018.52,8,0.2,-2241.48,North
2377,C258,2024-06-10,2024-06-17,P1060,Office Supplies,Paper,A4 Paper Pack,120992.44,5,0.05,8469.47,West
2378,C002,2024-09-06,2024-09-13,P1172,Furniture,Storage,Storage Box,134651.72,6,0.1,2693.03,South
2379,C300,2024-12-01,2024-12-04,P1006,Technology,Laptops,Lenovo ThinkPad,85033.78,9,0.1,1700.68,South
2380,C024,2024-11-06,2024-11-08,P1155,Office Supplies,Paper,A4 Paper Pack,74550.7,10,0.05,5218.55,South
2381,C276,2025-02-02,2025-02-06,P1193,Technology,Tablets,iPad Air,90032.99,7,0.15,-2700.99,West
2382,C108,2024-06-12,2024-06-14,P1102,Furniture,Chairs,Executive Chair,129699.49,9,0.2,-10375.96,South
2383,C194,2024-09-08,2024-09-12,P1086,Furniture,Tables,Standing Desk,67970.93,8,0.05,4757.97,East
2384,C061,2024-12-11,2024-12-13,P1113,Office Supplies,Pens,Pilot Pen,112419.46,1,0.1,2248.39,West
2385,C096,2024-07-05,2024-07-12,P1044,Office Supplies,Pens,Pilot Pen,45431.1,5,0.0,5451.73,South
2386,C075,2024-10-10,2024-10-11,P1182,Office Supplies,Pens,Pilot Pen,75832.08,4,0.1,1516.64,East
2387,C252,2024-06-22,2024-06-25,P1153,Technology,Mobiles,Samsung Galaxy S22,144134.89,1,0.1,2882.7,South
2388,C069,2024-07-18,2024-07-21,P1088,Office Supplies,Paper,A4 Paper Pack,81949.98,10,0.05,5736.5,North
2389,C147,2024-12-25,2024-12-31,P1121,Furniture,Tables,Standing Desk,11528.7,3,0.15,-345.86,North
2390,C294,2024-10-18,2024-10-22,P1199,Furniture,Storage,Storage Box,108747.8,3,0.15,-3262.43,South
2391,C090,2024-06-25,2024-07-02,P1138,Furniture,Storage,Filing Cabinet,110490.29,6,0.2,-8839.22,East
2392,C298,2024-10-04,2024-10-09,P1061,Office Supplies,Pens,Parker Pen,41761.66,5,0.2,-3340.93,North
2393,C096,2025-03-27,2025-03-29,P1103,Office Supplies,Binders,Avery Binder,89420.34,3,0.0,10730.44,South
2394,C165,2024-08-01,2024-08-07,P1079,Technology,Tablets,Lenovo Tab M10,56974.65,3,0.1,1139.49,North
2395,C041,2024-07-27,2024-07-28,P1180,Office Supplies,Pens,Pilot Pen,13839.22,4,0.15,-415.18,South
2396,C247,2024-07-03,2024-07-07,P1020,Office Supplies,Paper,Printer Paper,91737.5,5,0.0,11008.5,North
2397,C100,2025-01-26,2025-01-30,P1134,Furniture,Chairs,Visitor Chair,66933.91,10,0.05,4685.37,East
2398,C112,2024-10-06,2024-10-11,P1154,Technology,Laptops,HP Pavilion,20497.34,9,0.05,1434.81,East
2399,C204,2025-04-16,2025-04-18,P1161,Technology,Tablets,Samsung Tab S7,2584.56,6,0.15,-77.54,West
2400,C057,2025-04-29,2025-05-02,P1011,Office Supplies,Paper,Sticky Notes,15625.64,5,0.1,312.51,East
2401,C255,2024-09-05,2024-09-11,P1132,Office Supplies,Paper,Sticky Notes,55536.43,8,0.0,6664.37,North
2402,C207,2024-07-11,2024-07-13,P1158,Technology,Laptops,Lenovo ThinkPad,97132.46,10,0.0,11655.9,West
2403,C287,2024-10-15,2024-10-17,P1114,Office Supplies,Pens,Reynolds Pen,42326.11,5,0.05,2962.83,South
2404,C024,2025-03-04,2025-03-06,P1195,Office Supplies,Pens,Parker Pen,113517.0,9,0.15,-3405.51,North
2405,C231,2024-10-08,2024-10-13,P1138,Technology,Laptops,Lenovo ThinkPad,67508.18,8,0.0,8100.98,East
2406,C173,2024-09-23,2024-09-30,P1025,Office Supplies,Pens,Reynolds Pen,87576.07,3,0.05,6130.32,West
2407,C048,2025-05-30,2025-06-06,P1175,Furniture,Storage,Filing Cabinet,141971.64,4,0.2,-11357.73,West
2408,C043,2025-03-17,2025-03-20,P1095,Office Supplies,Binders,Avery Binder,68181.15,6,0.05,4772.68,East
2409,C058,2024-12-10,2024-12-13,P1095,Technology,Mobiles,iPhone 13,106838.74,10,0.15,-3205.16,South
2410,C200,2024-08-08,2024-08-09,P1089,Office Supplies,Binders,Office Depot Binder,5904.75,6,0.05,413.33,East
2411,C272,2025-04-24,2025-04-29,P1085,Furniture,Tables,Conference Table,33829.04,8,0.05,2368.03,South
2412,C066,2024-08-29,2024-08-31,P1116,Office Supplies,Paper,Sticky Notes,92893.46,10,0.1,1857.87,East
2413,C200,2025-04-09,2025-04-10,P1015,Furniture,Chairs,Visitor Chair,140728.3,8,0.2,-11258.26,South
2414,C087,2024-08-05,2024-08-10,P1042,Furniture,Tables,Conference Table,26027.09,1,0.1,520.54,South
2415,C120,2025-03-14,2025-03-21,P1087,Furniture,Tables,Conference Table,49725.92,10,0.1,994.52,West
2416,C105,2024-07-02,2024-07-05,P1075,Furniture,Tables,Standing Desk,85283.16,9,0.0,10233.98,West
2417,C122,2024-09-02,2024-09-09,P1162,Office Supplies,Binders,Office Depot Binder,115.04,9,0.15,-3.45,North
2418,C241,2024-07-24,2024-07-30,P1000,Office Supplies,Binders,Avery Binder,112593.21,8,0.2,-9007.46,East
2419,C274,2025-05-11,2025-05-17,P1186,Furniture,Tables,Standing Desk,74771.51,8,0.0,8972.58,East
2420,C120,2024-06-02,2024-06-08,P1178,Office Supplies,Binders,Avery Binder,18611.47,10,0.1,372.23,East
2421,C210,2025-03-16,2025-03-19,P1050,Furniture,Tables,Conference Table,115409.15,4,0.2,-9232.73,West
2422,C258,2024-11-26,2024-11-29,P1183,Furniture,Storage,Shelf Unit,94551.75,8,0.15,-2836.55,East
2423,C071,2025-04-22,2025-04-29,P1196,Technology,Tablets,Samsung Tab S7,36109.85,2,0.05,2527.69,South
2424,C287,2025-03-27,2025-03-31,P1097,Furniture,Tables,Conference Table,4165.18,3,0.2,-333.21,South
2425,C279,2025-04-06,2025-04-08,P1128,Technology,Laptops,HP Pavilion,51956.56,6,0.15,-1558.7,North
2426,C151,2024-12-04,2024-12-10,P1065,Furniture,Tables,Standing Desk,91427.62,2,0.05,6399.93,North
2427,C127,2024-11-03,2024-11-05,P1026,Office Supplies,Binders,Staples Binder,46885.02,8,0.0,5626.2,West
2428,C176,2025-02-04,2025-02-08,P1102,Technology,Tablets,Lenovo Tab M10,42174.54,10,0.2,-3373.96,East
2429,C153,2024-11-19,2024-11-20,P1009,Office Supplies,Binders,Office Depot Binder,140600.06,8,0.1,2812.0,East
2430,C045,2024-08-16,2024-08-17,P1172,Technology,Laptops,Lenovo ThinkPad,121082.96,9,0.1,2421.66,East
2431,C171,2024-06-27,2024-07-04,P1115,Technology,Tablets,Samsung Tab S7,116259.92,1,0.0,13951.19,South
2432,C108,2024-08-22,2024-08-25,P1173,Technology,Mobiles,Samsung Galaxy S22,123925.46,5,0.1,2478.51,North
2433,C223,2025-03-05,2025-03-07,P1101,Furniture,Storage,Storage Box,27941.14,10,0.05,1955.88,South
2434,C182,2024-08-05,2024-08-10,P1155,Office Supplies,Pens,Reynolds Pen,12211.23,3,0.15,-366.34,East
2435,C073,2025-03-03,2025-03-04,P1082,Furniture,Tables,Office Table,54357.66,9,0.1,1087.15,East
2436,C213,2024-10-03,2024-10-08,P1060,Technology,Tablets,iPad Air,80367.81,7,0.15,-2411.03,South
2437,C046,2024-09-05,2024-09-06,P1025,Technology,Tablets,Lenovo Tab M10,148049.31,2,0.15,-4441.48,South
2438,C168,2024-12-12,2024-12-14,P1170,Technology,Laptops,Lenovo ThinkPad,106826.8,9,0.1,2136.54,East
2439,C059,2025-04-01,2025-04-02,P1057,Office Supplies,Binders,Office Depot Binder,3493.91,4,0.0,419.27,South
2440,C111,2024-07-16,2024-07-18,P1150,Furniture,Chairs,Ergonomic Chair,28565.69,6,0.0,3427.88,West
2441,C205,2025-03-08,2025-03-14,P1066,Technology,Mobiles,OnePlus 10,104114.99,5,0.1,2082.3,South
2442,C177,2025-04-24,2025-05-01,P1189,Technology,Mobiles,iPhone 13,64158.44,5,0.2,-5132.68,East
2443,C108,2025-03-08,2025-03-13,P1095,Furniture,Chairs,Visitor Chair,39427.81,6,0.05,2759.95,North
2444,C175,2025-05-02,2025-05-09,P1001,Furniture,Tables,Conference Table,100977.22,8,0.05,7068.41,East
2445,C245,2025-02-07,2025-02-13,P1193,Technology,Mobiles,Samsung Galaxy S22,21468.69,5,0.15,-644.06,East
2446,C217,2024-11-26,2024-11-30,P1142,Technology,Tablets,Lenovo Tab M10,61065.34,2,0.15,-1831.96,South
2447,C056,2024-06-28,2024-06-30,P1105,Technology,Laptops,Dell Inspiron 15,3870.53,6,0.1,77.41,West
2448,C049,2024-06-21,2024-06-26,P1124,Office Supplies,Binders,Office Depot Binder,50105.31,8,0.1,1002.11,North
2449,C151,2025-05-27,2025-05-29,P1145,Technology,Mobiles,iPhone 13,120819.06,7,0.2,-9665.52,North
2450,C266,2025-01-14,2025-01-15,P1161,Furniture,Chairs,Ergonomic Chair,59296.93,2,0.2,-4743.75,West
2451,C066,2025-03-20,2025-03-22,P1035,Technology,Tablets,Samsung Tab S7,7041.63,4,0.05,492.91,South
2452,C078,2024-08-13,2024-08-18,P1169,Office Supplies,Pens,Reynolds Pen,83755.93,8,0.1,1675.12,North
2453,C275,2024-08-12,2024-08-15,P1074,Technology,Mobiles,OnePlus 10,105368.68,2,0.15,-3161.06,East
2454,C162,2025-01-02,2025-01-03,P1145,Technology,Tablets,Samsung Tab S7,88673.73,5,0.2,-7093.9,South
2455,C300,2025-02-19,2025-02-23,P1029,Technology,Tablets,Lenovo Tab M10,17464.2,7,0.0,2095.7,North
2456,C089,2025-03-07,2025-03-13,P1076,Technology,Laptops,Dell Inspiron 15,67656.2,6,0.1,1353.12,South
2457,C216,2024-10-08,2024-10-13,P1064,Office Supplies,Pens,Pilot Pen,54037.36,8,0.05,3782.62,North
2458,C008,2024-07-08,2024-07-09,P1037,Technology,Mobiles,OnePlus 10,10468.68,7,0.05,732.81,East
2459,C122,2024-06-24,2024-06-28,P1191,Technology,Laptops,HP Pavilion,109848.93,8,0.1,2196.98,North
